código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3]
50330,R-PINT-120,"Rack para 120 pinturas en aerosol, Truper",MM2,1,0,3395,Pieza,7.50121E+12,3395,0,3395,3395,3395,2926.72,2926.72,2926.72,Truper,2926.72,3395,56121900,Mobiliario de demostración,P581,Racks sin producto,20.14,465969.375
51574,BANCO,Banco metálico Truper,MM2,1,0,995,Pieza,7.50624E+12,995,0,995,995,995,857.76,857.76,857.76,Truper,857.76,995,31162800,Ferretería en general,P005,Artículos promocionales,5.075,38120.25
53040,TAJE-60,"Tapete de jerga de 60 cm, KLINTEK",MM1,8,32,85,Pieza,7.50624E+12,59,0,70,59,85,60.34,50.86,73.28,Klintek,66.38,77,47131600,"Escobas, traperos, cepillos y accesorios",P599,Artículos de limpieza,0.529,1897.999
55135,PARA-140,"Panel ranurado 60 x 140 cm, Truper",MM2,1,0,1405,Pieza,7.50121E+12,1405,0,1405,1405,1405,1211.21,1211.21,1211.21,Truper,1211.21,1405,56121900,Mobiliario de demostración,P577,Paneles y cabeceras,11.36,22742.72
55156,PARA-180,"Panel ranurado 60 x 180 cm, Truper",MM2,1,0,1660,Pieza,7.50121E+12,1660,0,1660,1660,1660,1431.03,1431.03,1431.03,Truper,1431.03,1660,56121900,Mobiliario de demostración,P577,Paneles y cabeceras,13.78,27664
55252,R-P-CAT,"Rack parado para carretilla Truper, Truper",MM2,1,0,385,Pieza,7.50121E+12,385,0,385,385,385,331.9,331.9,331.9,Truper,331.9,385,56121900,Mobiliario de demostración,P581,Racks sin producto,3.073,79486.02
55279,EX-E-652,"Exhibidor para llaves E-652, FOSET",MM2,1,0,372,Pieza,7.50121E+12,372,0,372,372,372,320.69,320.69,320.69,Foset,320.69,372,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.88,5116.8
55280,EX-E-652A,"Exhibidor para llaves E-652A, FOSET",MM2,1,0,367,Pieza,7.50121E+12,367,0,367,367,367,316.38,316.38,316.38,Foset,316.38,367,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.91,5220.864
55281,EX-F-317,"Exhibidor con mezcladora F-317, FOSET",MM2,1,0,525,Pieza,7.50121E+12,525,0,525,525,525,452.59,452.59,452.59,Foset,452.59,525,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.545,11231.05
55282,EX-F-318,"Exhibidor con mezcladora F-318, FOSET",MM2,1,0,545,Pieza,7.50121E+12,545,0,545,545,545,469.83,469.83,469.83,Foset,469.83,545,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.52,11448.48
55283,EX-F-318A,"Exhibidor con mezcladora F-318A, FOSET",MM2,1,0,545,Pieza,7.50121E+12,545,0,545,545,545,469.83,469.83,469.83,Foset,469.83,545,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.52,11261.82
55287,EX-F-A-800,"Exhibidor con juego de accesorios A-800, FOSET",MM2,1,0,389,Pieza,7.50121E+12,389,0,389,389,389,335.34,335.34,335.34,Foset,335.34,389,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,2.53,32960.34
55291,EX-M-048,"Exhibidor con mezcladora M-048, FOSET",MM2,1,0,525,Pieza,7.50121E+12,525,0,525,525,525,452.59,452.59,452.59,Foset,452.59,525,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.23,9119.25
55292,EX-M-048A,"Exhibidor con mezcladora M-048A, FOSET",MM2,1,0,525,Pieza,7.50121E+12,525,0,525,525,525,452.59,452.59,452.59,Foset,452.59,525,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.26,8778
55293,EX-M-050,"Exhibidor para mezcladora M-050, FOSET",MM2,1,0,445,Pieza,7.50121E+12,445,0,445,445,445,383.62,383.62,383.62,Foset,383.62,445,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.185,6459.375
55297,EX-M-242-A,"Exhibidor para llaves M-242-A, FOSET",MM2,1,0,485,Pieza,7.50121E+12,485,0,485,485,485,418.1,418.1,418.1,Foset,418.1,485,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.2,9022.72
55319,R-DISA-4-1/2,"Rack para discos abrasivos 4-1/2', Truper",MM2,1,0,75,Pieza,7.50121E+12,75,0,75,75,75,64.66,64.66,64.66,Truper,64.66,75,56121900,Mobiliario de demostración,P581,Racks sin producto,0.1,1569.362
55320,R-DISA-7/9,"Rack para discos abrasivos 7 y 9', Truper",MM2,1,0,115,Pieza,7.50121E+12,115,0,115,115,115,99.14,99.14,99.14,Truper,99.14,115,56121900,Mobiliario de demostración,P581,Racks sin producto,0.145,2913.456
55321,R-DISA-14,"Rack para discos abrasivos 14', Truper",MM2,1,0,125,Pieza,7.50121E+12,125,0,125,125,125,107.76,107.76,107.76,Truper,107.76,125,56121900,Mobiliario de demostración,P581,Racks sin producto,0.46,17157.947
55337,PAPE-120,"Panel perfocel 60 x 120 cm, Truper",MM2,1,0,1500,Pieza,7.50624E+12,1500,0,1500,1500,1500,1293.1,1293.1,1293.1,Truper,1293.1,1500,56121900,Mobiliario de demostración,P577,Paneles y cabeceras,6.16,22956.12
55338,PAPE-180,"Panel perfocel 60 x 180 cm, Truper",MM2,1,0,1900,Pieza,7.50624E+12,1900,0,1900,1900,1900,1637.93,1637.93,1637.93,Truper,1637.93,1900,56121900,Mobiliario de demostración,P577,Paneles y cabeceras,8.95,37847.1
55360,EX80-CAR1,"Exhibidor de carpintería, 82 x 82 cm, 1 sección",MM00,1,2,0,Pieza,7.50121E+12,3201,0,*,3201,*,*,2759.48,*,Truper,4247.41,4927,56121900,Mobiliario de demostración,P583,Tableros exhibidores,16.84,77049.984
55369,EX80-MEC1,"Exhibidor de mecánica, 82 x 82 cm, 1 sección",MM00,1,2,0,Pieza,7.50121E+12,5124,0,*,5124,*,*,4417.24,*,Truper,6804.31,7893,56121900,Mobiliario de demostración,P583,Tableros exhibidores,20.34,60659.28
55372,EX80-PIN1,"Exhibidor de pintura, 82 x 82 cm, 1 sección",MM00,1,2,0,Pieza,7.50121E+12,1012,0,*,1012,*,*,872.41,*,Truper,1343.1,1558,56121900,Mobiliario de demostración,P583,Tableros exhibidores,8.52,85455.6
55441,EX-COX-VK-CR,"Respaldo de inventario para exhibidor de conexiones, Volteck",MM00,1,2,0,Pieza,7.50121E+12,4853,0,*,4853,*,*,4183.62,*,Volteck,6443.97,7475,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,96,686372
55451,EX-M-048P,"Exhibidor con mezcladora M-048P, FOSET",MM2,1,0,525,Pieza,7.50121E+12,525,0,525,525,525,452.59,452.59,452.59,Foset,452.59,525,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.24,9107.84
55452,EX-M-060,"Exhibidor con mezcladora M-060, FOSET",MM2,1,0,485,Pieza,7.50121E+12,485,0,485,485,485,418.1,418.1,418.1,Foset,418.1,485,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.2,9486.576
55453,EX-M-060A,"Exhibidor con mezcladora M-060A, FOSET",MM2,1,0,485,Pieza,7.50121E+12,485,0,485,485,485,418.1,418.1,418.1,Foset,418.1,485,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.22,9081.229
55454,EX-M-060P,"Exhibidor con mezcladora M-060P, FOSET",MM2,1,0,485,Pieza,7.50121E+12,485,0,485,485,485,418.1,418.1,418.1,Foset,418.1,485,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.2,9251.648
55455,EX-M-050A,"Exhibidor con mezcladora M-050A, FOSET",MM2,1,0,445,Pieza,7.50121E+12,445,0,445,445,445,383.62,383.62,383.62,Foset,383.62,445,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.21,9336.6
55456,EX-M-050P,"Exhibidor con mezcladora M-050P, FOSET",MM2,1,0,445,Pieza,7.50121E+12,445,0,445,445,445,383.62,383.62,383.62,Foset,383.62,445,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.18,9166.5
55457,EX-R-007,"Exhibidor con regadera R-007, FOSET",MM2,1,0,425,Pieza,7.50121E+12,425,0,425,425,425,366.38,366.38,366.38,Foset,366.38,425,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.44,16680.06
55458,EX-F-AQM-42,"Exhibidor con monomando AQM-42, FOSET",MM2,1,0,775,Pieza,7.50121E+12,775,0,775,775,775,668.1,668.1,668.1,Foset,668.1,775,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.5,16415.1
55459,EX-F-AQF-85,"Exhibidor con mezcladora AQF-85, FOSET",MM2,1,0,765,Pieza,7.50121E+12,765,0,765,765,765,659.48,659.48,659.48,Foset,659.48,765,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,2.04,34151.36
55460,EX-F-AQA-4000,"Exhibidor con juego de accesorios AQA-4000, FOSET",MM2,1,0,845,Pieza,7.50121E+12,845,0,845,845,845,728.45,728.45,728.45,Foset,728.45,845,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,3.52,32634
55467,EX-F-AQM-71,"Exhibidor con monomando para regadera AQM-71, FOSET",MM2,1,0,675,Pieza,7.50121E+12,675,0,675,675,675,581.9,581.9,581.9,Foset,581.9,675,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.46,8902.656
55479,EX-F-318P,"Exhibidor con mezcladora F-318-P, FOSET",MM2,1,0,545,Pieza,7.50624E+12,545,0,545,545,545,469.83,469.83,469.83,Foset,469.83,545,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.52,11324.04
55486,EX-HE-AC-CR,Respaldo de inventario para exhibidor HERMEX de cerrajería,MM00,1,2,6385,Juego,7.50624E+12,3991,0,5585,3991,6385,4814.66,3440.52,5504.31,Hermex,5296.55,6144,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,8.84,79701.12
55487,EX-HE-CA-CR,Respaldo de inventario para exhibidor HERMEX de candados,MM2,1,0,8000,Juego,7.50624E+12,5544,0,6650,5544,8000,5732.76,4779.31,6896.55,Hermex,6336.21,7350,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,15.035,42091.66
55488,EX-HE-BI-CR,Respaldo de inventario para exhibidor HERMEX de bisagras,MM2,1,0,5250,Juego,7.50624E+12,3618,0,4350,3618,5250,3750,3118.97,4525.86,Hermex,4094.83,4750,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,21.2,13800.6
55489,EX-HE-SB-CR,Respaldo de inventario para exhibidor HERMEX de cerraduras,MM2,1,0,10850,Juego,7.50624E+12,7494,0,8990,7494,10850,7750,6460.34,9353.45,Hermex,8525.86,9890,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,35.92,152325.12
55493,EX-M-048-CR,Respaldo de inventario para exhibidor de mezcladora M-048,MM2,1,0,2175,Juego,7.50624E+12,1500,0,1795,1500,2175,1547.41,1293.1,1875,Foset,1711.21,1985,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.545,11762.64
55494,EX-M-048-A-CR,Respaldo de inventario para exhibidor de mezcladora M-048-A,MM2,1,0,2175,Juego,7.50624E+12,1500,0,1795,1500,2175,1547.41,1293.1,1875,Foset,1711.21,1985,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.04,34108.8
55495,EX-M-048P-CR,Respaldo de inventario para exhibidor de mezcladora M-048P,MM2,1,0,2175,Juego,7.50624E+12,1500,0,1795,1500,2175,1547.41,1293.1,1875,Foset,1711.21,1985,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.635,16255.008
55496,EX-M-050-CR,Respaldo de inventario para exhibidor de mezcladora M-050,MM2,1,0,1715,Juego,7.50624E+12,1180,0,1415,1180,1715,1219.83,1017.24,1478.45,Foset,1336.21,1550,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.22,8778
55497,EX-M-050A-CR,Respaldo de inventario para exhibidor de mezcladora M-050A,MM2,1,0,1715,Juego,7.50624E+12,1180,0,1415,1180,1715,1219.83,1017.24,1478.45,Foset,1336.21,1550,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.3,9597.9
55498,EX-M-050P-CR,Respaldo de inventario para exhibidor de mezcladora M-050P,MM2,1,0,1715,Juego,7.50624E+12,1180,0,1415,1180,1715,1219.83,1017.24,1478.45,Foset,1336.21,1550,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.2,8987
55499,EX-M-060-CR,Respaldo de inventario para exhibidor de mezcladora M-060,MM2,1,0,1950,Juego,7.50624E+12,1340,0,1615,1340,1950,1392.24,1155.17,1681.03,Foset,1508.62,1750,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.49,13406.25
55500,EX-M-060A-CR,Respaldo de inventario para exhibidor de mezcladora M-060A,MM2,1,0,1950,Juego,7.50624E+12,1340,0,1615,1340,1950,1392.24,1155.17,1681.03,Foset,1508.62,1750,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.52,13596.66
55501,EX-M-060P-CR,Respaldo de inventario para exhibidor de mezcladora M-060P,MM2,1,0,1950,Juego,7.50624E+12,1340,0,1615,1340,1950,1392.24,1155.17,1681.03,Foset,1508.62,1750,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.4,16307.46
55503,EX-M-242-A-CR,Respaldo de inventario para exhibidor de mezcladora M-242-A,MM2,1,0,1950,Juego,7.50624E+12,1340,0,1615,1340,1950,1392.24,1155.17,1681.03,Foset,1508.62,1750,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.06,9017.4
55504,EX-F-A-800-CR,Respaldo de inventario para exh juego de acc para baño A800,MM2,1,0,1385,Juego,7.50624E+12,956,0,1150,956,1385,991.38,824.14,1193.97,Foset,1090.52,1265,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.74,33804.84
55505,EX-F-318-CR,Respaldo de inventario para exhibidor de mezcladora F-318,MM2,1,0,2295,Juego,7.50624E+12,1580,0,1895,1580,2295,1633.62,1362.07,1978.45,Foset,1797.41,2085,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.98,23141.25
55506,EX-F-318A-CR,Respaldo de inventario para exhibidor de mezcladora F-318A,MM2,1,0,2295,Juego,7.50624E+12,1580,0,1895,1580,2295,1633.62,1362.07,1978.45,Foset,1797.41,2085,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.165,23082.4
55507,EX-F-318P-CR,Respaldo de inventario para exhibidor de mezcladora F-318P,MM2,1,0,2295,Juego,7.50624E+12,1580,0,1895,1580,2295,1633.62,1362.07,1978.45,Foset,1797.41,2085,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.12,23466.8
55508,EX-F-317-CR,Respaldo de inventario para exhibidor de mezcladora F-317,MM2,1,0,2175,Juego,7.50624E+12,1500,0,1795,1500,2175,1547.41,1293.1,1875,Foset,1711.21,1985,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.785,16307.46
55509,EX-MM-CR,Respaldo de inventario para exhibidor de manerales FOSET,MM2,1,0,735,Juego,7.50624E+12,510,0,615,510,735,530.17,439.66,633.62,Foset,581.9,675,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,1.08,5116.8
55512,EX-R-007-CR,Respaldo de inventario para exhibidor de regadera R-007,MM2,1,0,1595,Juego,7.50624E+12,1100,0,1315,1100,1595,1133.62,948.28,1375,Foset,1250,1450,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.67,18295.2
55513,EX-E-652-CR,Respaldo de inventario para exhibidor con llave E-652,MM2,1,0,2585,Juego,7.50624E+12,1780,0,2150,1780,2585,1853.45,1534.48,2228.45,Foset,2025.86,2350,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.955,6120.66
55514,EX-E-652A-CR,Respaldo de inventario para exhibidor con llave E-652A,MM2,1,0,2525,Juego,7.50624E+12,1740,0,2085,1740,2525,1797.41,1500,2176.72,Foset,1978.45,2295,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.06,6575.58
55515,EX-MR-CR,Respaldo de inventario para exhibidor de manerales regadera,MM2,1,0,1615,Juego,7.50624E+12,1112,0,1335,1112,1615,1150.86,958.62,1392.24,Foset,1262.93,1465,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.32,9219.84
55525,EX-F-AQM-42-CR,Respaldo de inventario para exhibidor de manerales AQM-42,MM2,1,0,1815,Juego,7.50624E+12,1250,0,1495,1250,1815,1288.79,1077.59,1564.66,Foset,1422.41,1650,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,1.82,9038.19
55526,EX-F-AQF-85-CR,Respaldo de inventario para exhibidor de manerales AQF-85,MM2,1,0,1785,Juego,7.50624E+12,1230,0,1475,1230,1785,1271.55,1060.34,1538.79,Foset,1400.86,1625,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,1.995,11354.98
55527,EX-F-AQA-4000-CR,Respaldo inventario para exh juego de acc para baño AQA-4000,MM2,1,0,2015,Juego,7.50624E+12,1390,0,1675,1390,2015,1443.97,1198.28,1737.07,Foset,1594.83,1850,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.44,26056.8
55540,EX-F-AQM-71-CR,Respaldo de inventario para exhibidor de monomando AQM-71,MM2,1,0,1525,Juego,7.50624E+12,1050,0,1265,1050,1525,1090.52,905.17,1314.66,Foset,1193.97,1385,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,1.675,6513.472
55543,EX-LL-F,"Exhibidor con llave para fregadero LL-F, FOSET",MM2,1,0,305,Pieza,7.50624E+12,305,0,305,305,305,262.93,262.93,262.93,Foset,262.93,305,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.9,9207.24
55546,EX-LL-F-CR,"Respaldo de inventario para exhibidor de llave LL-F, FOSET",MM2,1,0,895,Juego,7.50624E+12,620,0,745,620,895,642.24,534.48,771.55,Foset,702.59,815,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,1.26,6228.892
55549,EXF-PIBR,Exhibidor FIERO de pijas punta de broca,MM2,1,0,125,Juego,7.50624E+12,125,0,125,125,125,107.76,107.76,107.76,Fiero,107.76,125,56121900,Mobiliario de demostración,P580,Muestrarios,0.28,3944.979
55559,EXT-LA,Exhibidor Truper de lijas de agua,MM2,1,0,125,Juego,7.50624E+12,125,0,125,125,125,107.76,107.76,107.76,Truper,107.76,125,56121900,Mobiliario de demostración,P580,Muestrarios,0.12,2020.337
55560,EXT-LM,Exhibidor Truper de lijas de madera,MM2,1,0,125,Juego,7.50624E+12,125,0,125,125,125,107.76,107.76,107.76,Truper,107.76,125,56121900,Mobiliario de demostración,P580,Muestrarios,0.14,1917
55564,EXT-BCT,Exhibidor Truper de brocas de concreto,MM2,1,0,311,Juego,7.50624E+12,311,0,311,311,311,268.1,268.1,268.1,Truper,268.1,311,56121900,Mobiliario de demostración,P580,Muestrarios,0.79,4009.249
55565,EXT-BAV,Exhibidor Truper de brocas de alta velocidad,MM2,1,0,528,Juego,7.50624E+12,528,0,528,528,528,455.17,455.17,455.17,Truper,455.17,528,56121900,Mobiliario de demostración,P580,Muestrarios,0.45,3868.704
55566,EXT-CARB,Exhibidor Truper de carbones de repuesto,MM2,1,0,726,Juego,7.50624E+12,726,0,726,726,726,625.86,625.86,625.86,Truper,625.86,726,56121900,Mobiliario de demostración,P580,Muestrarios,0.275,3958.72
55571,EX-H-PRO-CR,Respaldo de inventario para exhibidor máquinas EX-H-PRO,MM00,1,2,11025,Juego,7.50624E+12,6890,0,9645,6890,11025,8314.66,5939.66,9504.31,Truper,9146.55,10610,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,41,400770
55579,EX-WC-FOS2,"Exhibidor WC, FOSET",MM2,1,0,761,Juego,7.50624E+12,761,0,761,761,761,656.03,656.03,656.03,Foset,656.03,761,56121900,Mobiliario de demostración,P583,Tableros exhibidores,4.56,38848.15
55580,EX-R-500-2,"Exhibidor con regadera R-500, FOSET",MM2,1,0,155,Pieza,7.50624E+12,155,0,155,155,155,133.62,133.62,133.62,Foset,133.62,155,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.885,13431.6
55584,EX-M-048I,"Exhibidor con mezcladora M-048I, FOSET",MM2,1,0,545,Pieza,7.50624E+12,545,0,545,545,545,469.83,469.83,469.83,Foset,469.83,545,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.32,9199.104
55585,EX-M-050I,"Exhibidor con mezcladora M-050I, FOSET",MM2,1,0,495,Pieza,7.50624E+12,495,0,495,495,495,426.72,426.72,426.72,Foset,426.72,495,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.26,9036.288
55586,EX-M-060I,"Exhibidor con mezcladora M-060I, FOSET",MM2,1,0,525,Pieza,7.50624E+12,525,0,525,525,525,452.59,452.59,452.59,Foset,452.59,525,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.285,9476.796
55587,EX-F-317A,"Exhibidor con mezcladora F-317A, FOSET",MM2,1,0,525,Pieza,7.50624E+12,525,0,525,525,525,452.59,452.59,452.59,Foset,452.59,525,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.535,11269.44
55588,EX-F-AQF-92,"Exhibidor con mezcladora AQF-92, FOSET",MM2,1,0,1015,Pieza,7.50624E+12,1015,0,1015,1015,1015,875,875,875,Foset,875,1015,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,2.26,14222.88
55589,EX-F-318I,"Exhibidor con mezcladora F-318I, FOSET",MM2,1,0,545,Pieza,7.50624E+12,545,0,545,545,545,469.83,469.83,469.83,Foset,469.83,545,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.66,11609.19
55590,EX-F-319I,"Exhibidor con mezcladora F-319I, FOSET",MM2,1,0,585,Pieza,7.50624E+12,585,0,585,585,585,504.31,504.31,504.31,Foset,504.31,585,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.67,11359.53
55591,EX-F-319,"Exhibidor con mezcladora F-319, FOSET",MM2,1,0,585,Pieza,7.50624E+12,585,0,585,585,585,504.31,504.31,504.31,Foset,504.31,585,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.54,11269.44
55592,EX-F-319P,"Exhibidor con mezcladora F-319P, FOSET",MM2,1,0,585,Pieza,7.50624E+12,585,0,585,585,585,504.31,504.31,504.31,Foset,504.31,585,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.55,11354.98
55593,EX-F-319A,"Exhibidor con mezcladora F-319A, FOSET",MM2,1,0,585,Pieza,7.50624E+12,585,0,585,585,585,504.31,504.31,504.31,Foset,504.31,585,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.585,11457.264
55594,EX-F-312,"Exhibidor con mezcladora F-312, FOSET",MM2,1,0,445,Pieza,7.50624E+12,445,0,445,445,445,383.62,383.62,383.62,Foset,383.62,445,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.04,9246.72
55595,EX-MP-048,"Exhibidor con mezcladora MP-048, FOSET",MM2,1,0,299,Pieza,7.50624E+12,299,0,299,299,299,257.76,257.76,257.76,Foset,257.76,299,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.955,9189.18
55596,EX-MP-050,"Exhibidor con mezcladora MP-050, FOSET",MM2,1,0,295,Pieza,7.50624E+12,295,0,295,295,295,254.31,254.31,254.31,Foset,254.31,295,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.945,9294.928
55597,EX-FP-318,"Exhibidor con mezcladora FP-318, FOSET",MM2,1,0,335,Pieza,7.50624E+12,335,0,335,335,335,288.79,288.79,288.79,Foset,288.79,335,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.255,11525.76
55598,EX-MP-060,"Exhibidor con mezcladora MP-060, FOSET",MM2,1,0,299,Pieza,7.50624E+12,299,0,299,299,299,257.76,257.76,257.76,Foset,257.76,299,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.96,9218.82
55599,EX-FP-317,"Exhibidor con mezcladora FP-317, FOSET",MM2,1,0,325,Pieza,7.50624E+12,325,0,325,325,325,280.17,280.17,280.17,Foset,280.17,325,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.22,11363.18
55600,EX-F-AQF-86,"Exhibidor con mezcladora AQF-86, FOSET",MM2,1,0,625,Pieza,7.50624E+12,625,0,625,625,625,538.79,538.79,538.79,Foset,538.79,625,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.68,11328.408
55601,EX-R-508,"Exhibidor con regadera R-508, FOSET",MM2,1,0,319,Pieza,7.50624E+12,319,0,319,319,319,275,275,275,Foset,275,319,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.9,11390.4
55602,EX-R-509,"Exhibidor con regadera R-509, FOSET",MM2,1,0,255,Pieza,7.50624E+12,255,0,255,255,255,219.83,219.83,219.83,Foset,219.83,255,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,0.9,11087.1
55603,EX-R-510,"Exhibidor con regadera R-510, FOSET",MM2,1,0,345,Pieza,7.50624E+12,345,0,345,345,345,297.41,297.41,297.41,Foset,297.41,345,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.12,10518.8
55604,EX-R-511,"Exhibidor con regadera R-511, FOSET",MM2,1,0,425,Pieza,7.50624E+12,425,0,425,425,425,366.38,366.38,366.38,Foset,366.38,425,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,1.255,11661.6
55607,EX-REGEL-4,"Exhibidor con regadera REGEL-4, FOSET",MM2,1,0,435,Pieza,7.50624E+12,435,0,435,435,435,375,375,375,Foset,375,435,56121900,Mobiliario de demostración,P060,Exhibidores monoproducto,2.08,34556.5
55614,EX-M-048I-CR,Respaldo de inventario para exhibidor de mezcladora M-048I,MM2,1,0,2295,Pieza,7.50624E+12,1580,0,1895,1580,2295,1633.62,1362.07,1978.45,Foset,1797.41,2085,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.36,34579.875
55615,EX-M-050I-CR,Respaldo de inventario para exhibidor de mezcladora M-050I,MM2,1,0,1995,Pieza,7.50624E+12,1380,0,1650,1380,1995,1422.41,1189.66,1719.83,Foset,1564.66,1815,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.68,16730.448
55616,EX-M-060I-CR,Respaldo de inventario para exhibidor de mezcladora M-060I,MM2,1,0,2175,Pieza,7.50624E+12,1500,0,1795,1500,2175,1547.41,1293.1,1875,Foset,1711.21,1985,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.765,16555.4
55617,EX-F-317A-CR,Respaldo de inventario para exhibidor de mezcladora F-317A,MM2,1,0,2175,Pieza,7.50624E+12,1500,0,1795,1500,2175,1547.41,1293.1,1875,Foset,1711.21,1985,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.04,17632.8
55618,EX-F-AQF-92-CR,Respaldo de inventario para exhibidor de mezcladora AQF-92,MM2,1,0,2515,Pieza,7.50624E+12,1730,0,2075,1730,2515,1788.79,1491.38,2168.1,Foset,1969.83,2285,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,2.305,8608.32
55619,EX-F-318I-CR,Respaldo de inventario para exhibidor de mezcladora F-318I,MM2,1,0,2295,Pieza,7.50624E+12,1580,0,1895,1580,2295,1633.62,1362.07,1978.45,Foset,1797.41,2085,56121902,Stands exhibidores,P585,Respaldos de inventario para exhibidores,3.48,23084.64
